"","localidades","periodos","cod_ibge","faixa","pop","genero","faixa_etaria"
"79","Campinas",2016,3509502,"populacao_masculina_de_0_a_4",36670,"M","0_a_4"
"80","Campinas",2017,3509502,"populacao_masculina_de_0_a_4",36296,"M","0_a_4"
"81","Campinas",2018,3509502,"populacao_masculina_de_0_a_4",35912,"M","0_a_4"
"82","Campinas",2019,3509502,"populacao_masculina_de_0_a_4",35515,"M","0_a_4"
"83","Campinas",2020,3509502,"populacao_masculina_de_0_a_4",35110,"M","0_a_4"
"85","Campinas",1980,3509502,"populacao_masculina_de_5_a_9",34035,"M","05_a_09"
"86","Campinas",1981,3509502,"populacao_masculina_de_5_a_9",34755,"M","05_a_09"
"87","Campinas",1982,3509502,"populacao_masculina_de_5_a_9",35477,"M","05_a_09"
"88","Campinas",1983,3509502,"populacao_masculina_de_5_a_9",36200,"M","05_a_09"
"89","Campinas",1984,3509502,"populacao_masculina_de_5_a_9",36924,"M","05_a_09"
"90","Campinas",1985,3509502,"populacao_masculina_de_5_a_9",37647,"M","05_a_09"
"91","Campinas",1986,3509502,"populacao_masculina_de_5_a_9",38369,"M","05_a_09"
"92","Campinas",1987,3509502,"populacao_masculina_de_5_a_9",39090,"M","05_a_09"
"93","Campinas",1988,3509502,"populacao_masculina_de_5_a_9",39808,"M","05_a_09"
"94","Campinas",1989,3509502,"populacao_masculina_de_5_a_9",40523,"M","05_a_09"
"95","Campinas",1990,3509502,"populacao_masculina_de_5_a_9",41234,"M","05_a_09"
"96","Campinas",1991,3509502,"populacao_masculina_de_5_a_9",41940,"M","05_a_09"
"97","Campinas",1992,3509502,"populacao_masculina_de_5_a_9",41618,"M","05_a_09"
"98","Campinas",1993,3509502,"populacao_masculina_de_5_a_9",41257,"M","05_a_09"
"99","Campinas",1994,3509502,"populacao_masculina_de_5_a_9",40878,"M","05_a_09"
"100","Campinas",1995,3509502,"populacao_masculina_de_5_a_9",40479,"M","05_a_09"
"101","Campinas",1996,3509502,"populacao_masculina_de_5_a_9",40066,"M","05_a_09"
"102","Campinas",1997,3509502,"populacao_masculina_de_5_a_9",39651,"M","05_a_09"
"103","Campinas",1998,3509502,"populacao_masculina_de_5_a_9",39241,"M","05_a_09"
"104","Campinas",1999,3509502,"populacao_masculina_de_5_a_9",38818,"M","05_a_09"
"105","Campinas",2000,3509502,"populacao_masculina_de_5_a_9",38362,"M","05_a_09"
"106","Campinas",2001,3509502,"populacao_masculina_de_5_a_9",37973,"M","05_a_09"
"107","Campinas",2002,3509502,"populacao_masculina_de_5_a_9",37531,"M","05_a_09"
"108","Campinas",2003,3509502,"populacao_masculina_de_5_a_9",37057,"M","05_a_09"
"109","Campinas",2004,3509502,"populacao_masculina_de_5_a_9",36578,"M","05_a_09"
"110","Campinas",2005,3509502,"populacao_masculina_de_5_a_9",36094,"M","05_a_09"
"111","Campinas",2006,3509502,"populacao_masculina_de_5_a_9",35591,"M","05_a_09"
"112","Campinas",2007,3509502,"populacao_masculina_de_5_a_9",35072,"M","05_a_09"
"113","Campinas",2008,3509502,"populacao_masculina_de_5_a_9",34558,"M","05_a_09"
"114","Campinas",2009,3509502,"populacao_masculina_de_5_a_9",34045,"M","05_a_09"
"115","Campinas",2010,3509502,"populacao_masculina_de_5_a_9",33543,"M","05_a_09"
"116","Campinas",2011,3509502,"populacao_masculina_de_5_a_9",33387,"M","05_a_09"
"117","Campinas",2012,3509502,"populacao_masculina_de_5_a_9",33219,"M","05_a_09"
"118","Campinas",2013,3509502,"populacao_masculina_de_5_a_9",33039,"M","05_a_09"
"119","Campinas",2014,3509502,"populacao_masculina_de_5_a_9",32848,"M","05_a_09"
"120","Campinas",2015,3509502,"populacao_masculina_de_5_a_9",32645,"M","05_a_09"
"121","Campinas",2016,3509502,"populacao_masculina_de_5_a_9",33490,"M","05_a_09"
"122","Campinas",2017,3509502,"populacao_masculina_de_5_a_9",34342,"M","05_a_09"
"123","Campinas",2018,3509502,"populacao_masculina_de_5_a_9",35201,"M","05_a_09"
"124","Campinas",2019,3509502,"populacao_masculina_de_5_a_9",36066,"M","05_a_09"
"125","Campinas",2020,3509502,"populacao_masculina_de_5_a_9",36938,"M","05_a_09"
"127","Campinas",1980,3509502,"populacao_masculina_de_10_a_14",33096,"M","10_a_14"
"128","Campinas",1981,3509502,"populacao_masculina_de_10_a_14",33921,"M","10_a_14"
"129","Campinas",1982,3509502,"populacao_masculina_de_10_a_14",34753,"M","10_a_14"
"130","Campinas",1983,3509502,"populacao_masculina_de_10_a_14",35592,"M","10_a_14"
"131","Campinas",1984,3509502,"populacao_masculina_de_10_a_14",36437,"M","10_a_14"
"132","Campinas",1985,3509502,"populacao_masculina_de_10_a_14",37288,"M","10_a_14"
"133","Campinas",1986,3509502,"populacao_masculina_de_10_a_14",38144,"M","10_a_14"
"134","Campinas",1987,3509502,"populacao_masculina_de_10_a_14",39004,"M","10_a_14"
"135","Campinas",1988,3509502,"populacao_masculina_de_10_a_14",39867,"M","10_a_14"
"136","Campinas",1989,3509502,"populacao_masculina_de_10_a_14",40733,"M","10_a_14"
"137","Campinas",1990,3509502,"populacao_masculina_de_10_a_14",41600,"M","10_a_14"
"138","Campinas",1991,3509502,"populacao_masculina_de_10_a_14",42468,"M","10_a_14"
"139","Campinas",1992,3509502,"populacao_masculina_de_10_a_14",42432,"M","10_a_14"
"140","Campinas",1993,3509502,"populacao_masculina_de_10_a_14",42352,"M","10_a_14"
"141","Campinas",1994,3509502,"populacao_masculina_de_10_a_14",42250,"M","10_a_14"
"142","Campinas",1995,3509502,"populacao_masculina_de_10_a_14",42127,"M","10_a_14"
"143","Campinas",1996,3509502,"populacao_masculina_de_10_a_14",41982,"M","10_a_14"
"144","Campinas",1997,3509502,"populacao_masculina_de_10_a_14",41833,"M","10_a_14"
"145","Campinas",1998,3509502,"populacao_masculina_de_10_a_14",41685,"M","10_a_14"
"146","Campinas",1999,3509502,"populacao_masculina_de_10_a_14",41519,"M","10_a_14"
"147","Campinas",2000,3509502,"populacao_masculina_de_10_a_14",41313,"M","10_a_14"
"148","Campinas",2001,3509502,"populacao_masculina_de_10_a_14",41299,"M","10_a_14"
"149","Campinas",2002,3509502,"populacao_masculina_de_10_a_14",41222,"M","10_a_14"
"150","Campinas",2003,3509502,"populacao_masculina_de_10_a_14",41104,"M","10_a_14"
"151","Campinas",2004,3509502,"populacao_masculina_de_10_a_14",40973,"M","10_a_14"
"152","Campinas",2005,3509502,"populacao_masculina_de_10_a_14",40831,"M","10_a_14"
"153","Campinas",2006,3509502,"populacao_masculina_de_10_a_14",40660,"M","10_a_14"
"154","Campinas",2007,3509502,"populacao_masculina_de_10_a_14",40463,"M","10_a_14"
"155","Campinas",2008,3509502,"populacao_masculina_de_10_a_14",40265,"M","10_a_14"
"156","Campinas",2009,3509502,"populacao_masculina_de_10_a_14",40059,"M","10_a_14"
"157","Campinas",2010,3509502,"populacao_masculina_de_10_a_14",39858,"M","10_a_14"
"158","Campinas",2011,3509502,"populacao_masculina_de_10_a_14",38636,"M","10_a_14"
"159","Campinas",2012,3509502,"populacao_masculina_de_10_a_14",37436,"M","10_a_14"
"160","Campinas",2013,3509502,"populacao_masculina_de_10_a_14",36261,"M","10_a_14"
"161","Campinas",2014,3509502,"populacao_masculina_de_10_a_14",35108,"M","10_a_14"
"162","Campinas",2015,3509502,"populacao_masculina_de_10_a_14",33979,"M","10_a_14"
"163","Campinas",2016,3509502,"populacao_masculina_de_10_a_14",33762,"M","10_a_14"
"164","Campinas",2017,3509502,"populacao_masculina_de_10_a_14",33532,"M","10_a_14"
"165","Campinas",2018,3509502,"populacao_masculina_de_10_a_14",33289,"M","10_a_14"
"166","Campinas",2019,3509502,"populacao_masculina_de_10_a_14",33035,"M","10_a_14"
"167","Campinas",2020,3509502,"populacao_masculina_de_10_a_14",32770,"M","10_a_14"
"169","Campinas",1980,3509502,"populacao_masculina_de_15_a_19",34112,"M","15_a_19"
"170","Campinas",1981,3509502,"populacao_masculina_de_15_a_19",34499,"M","15_a_19"
"171","Campinas",1982,3509502,"populacao_masculina_de_15_a_19",34878,"M","15_a_19"
"172","Campinas",1983,3509502,"populacao_masculina_de_15_a_19",35247,"M","15_a_19"
"173","Campinas",1984,3509502,"populacao_masculina_de_15_a_19",35606,"M","15_a_19"
"174","Campinas",1985,3509502,"populacao_masculina_de_15_a_19",35954,"M","15_a_19"
"175","Campinas",1986,3509502,"populacao_masculina_de_15_a_19",36292,"M","15_a_19"
"176","Campinas",1987,3509502,"populacao_masculina_de_15_a_19",36618,"M","15_a_19"
"177","Campinas",1988,3509502,"populacao_masculina_de_15_a_19",36933,"M","15_a_19"
"178","Campinas",1989,3509502,"populacao_masculina_de_15_a_19",37235,"M","15_a_19"
"179","Campinas",1990,3509502,"populacao_masculina_de_15_a_19",37525,"M","15_a_19"
"180","Campinas",1991,3509502,"populacao_masculina_de_15_a_19",37800,"M","15_a_19"
"181","Campinas",1992,3509502,"populacao_masculina_de_15_a_19",38626,"M","15_a_19"
"182","Campinas",1993,3509502,"populacao_masculina_de_15_a_19",39431,"M","15_a_19"
"183","Campinas",1994,3509502,"populacao_masculina_de_15_a_19",40231,"M","15_a_19"
"184","Campinas",1995,3509502,"populacao_masculina_de_15_a_19",41025,"M","15_a_19"
"185","Campinas",1996,3509502,"populacao_masculina_de_15_a_19",41813,"M","15_a_19"
"186","Campinas",1997,3509502,"populacao_masculina_de_15_a_19",42613,"M","15_a_19"
"187","Campinas",1998,3509502,"populacao_masculina_de_15_a_19",43427,"M","15_a_19"
"188","Campinas",1999,3509502,"populacao_masculina_de_15_a_19",44237,"M","15_a_19"
"189","Campinas",2000,3509502,"populacao_masculina_de_15_a_19",45019,"M","15_a_19"
"190","Campinas",2001,3509502,"populacao_masculina_de_15_a_19",44779,"M","15_a_19"
"191","Campinas",2002,3509502,"populacao_masculina_de_15_a_19",44472,"M","15_a_19"
"192","Campinas",2003,3509502,"populacao_masculina_de_15_a_19",44123,"M","15_a_19"
"193","Campinas",2004,3509502,"populacao_masculina_de_15_a_19",43762,"M","15_a_19"
"194","Campinas",2005,3509502,"populacao_masculina_de_15_a_19",43393,"M","15_a_19"
"195","Campinas",2006,3509502,"populacao_masculina_de_15_a_19",42995,"M","15_a_19"
"196","Campinas",2007,3509502,"populacao_masculina_de_15_a_19",42573,"M","15_a_19"
"197","Campinas",2008,3509502,"populacao_masculina_de_15_a_19",42152,"M","15_a_19"
"198","Campinas",2009,3509502,"populacao_masculina_de_15_a_19",41727,"M","15_a_19"
"199","Campinas",2010,3509502,"populacao_masculina_de_15_a_19",41310,"M","15_a_19"
"200","Campinas",2011,3509502,"populacao_masculina_de_15_a_19",41371,"M","15_a_19"
"201","Campinas",2012,3509502,"populacao_masculina_de_15_a_19",41417,"M","15_a_19"
"202","Campinas",2013,3509502,"populacao_masculina_de_15_a_19",41446,"M","15_a_19"
"203","Campinas",2014,3509502,"populacao_masculina_de_15_a_19",41460,"M","15_a_19"
"204","Campinas",2015,3509502,"populacao_masculina_de_15_a_19",41457,"M","15_a_19"
"205","Campinas",2016,3509502,"populacao_masculina_de_15_a_19",40140,"M","15_a_19"
"206","Campinas",2017,3509502,"populacao_masculina_de_15_a_19",38848,"M","15_a_19"
"207","Campinas",2018,3509502,"populacao_masculina_de_15_a_19",37583,"M","15_a_19"
"208","Campinas",2019,3509502,"populacao_masculina_de_15_a_19",36344,"M","15_a_19"
"209","Campinas",2020,3509502,"populacao_masculina_de_15_a_19",35131,"M","15_a_19"
"211","Campinas",1980,3509502,"populacao_masculina_de_20_a_24",36104,"M","20_a_24"
"212","Campinas",1981,3509502,"populacao_masculina_de_20_a_24",36503,"M","20_a_24"
"213","Campinas",1982,3509502,"populacao_masculina_de_20_a_24",36893,"M","20_a_24"
"214","Campinas",1983,3509502,"populacao_masculina_de_20_a_24",37272,"M","20_a_24"
"215","Campinas",1984,3509502,"populacao_masculina_de_20_a_24",37641,"M","20_a_24"
"216","Campinas",1985,3509502,"populacao_masculina_de_20_a_24",37998,"M","20_a_24"
"217","Campinas",1986,3509502,"populacao_masculina_de_20_a_24",38344,"M","20_a_24"
"218","Campinas",1987,3509502,"populacao_masculina_de_20_a_24",38678,"M","20_a_24"
"219","Campinas",1988,3509502,"populacao_masculina_de_20_a_24",38999,"M","20_a_24"
"220","Campinas",1989,3509502,"populacao_masculina_de_20_a_24",39306,"M","20_a_24"
"221","Campinas",1990,3509502,"populacao_masculina_de_20_a_24",39600,"M","20_a_24"
"222","Campinas",1991,3509502,"populacao_masculina_de_20_a_24",39879,"M","20_a_24"
"223","Campinas",1992,3509502,"populacao_masculina_de_20_a_24",40716,"M","20_a_24"
"224","Campinas",1993,3509502,"populacao_masculina_de_20_a_24",41530,"M","20_a_24"
"225","Campinas",1994,3509502,"populacao_masculina_de_20_a_24",42336,"M","20_a_24"
"226","Campinas",1995,3509502,"populacao_masculina_de_20_a_24",43137,"M","20_a_24"
"227","Campinas",1996,3509502,"populacao_masculina_de_20_a_24",43930,"M","20_a_24"
"228","Campinas",1997,3509502,"populacao_masculina_de_20_a_24",44733,"M","20_a_24"
"229","Campinas",1998,3509502,"populacao_masculina_de_20_a_24",45546,"M","20_a_24"
"230","Campinas",1999,3509502,"populacao_masculina_de_20_a_24",46357,"M","20_a_24"
"231","Campinas",2000,3509502,"populacao_masculina_de_20_a_24",47139,"M","20_a_24"
"232","Campinas",2001,3509502,"populacao_masculina_de_20_a_24",47397,"M","20_a_24"
"233","Campinas",2002,3509502,"populacao_masculina_de_20_a_24",47582,"M","20_a_24"
"234","Campinas",2003,3509502,"populacao_masculina_de_20_a_24",47722,"M","20_a_24"
"235","Campinas",2004,3509502,"populacao_masculina_de_20_a_24",47845,"M","20_a_24"
"236","Campinas",2005,3509502,"populacao_masculina_de_20_a_24",47956,"M","20_a_24"
"237","Campinas",2006,3509502,"populacao_masculina_de_20_a_24",48032,"M","20_a_24"
"238","Campinas",2007,3509502,"populacao_masculina_de_20_a_24",48077,"M","20_a_24"
"239","Campinas",2008,3509502,"populacao_masculina_de_20_a_24",48118,"M","20_a_24"
"240","Campinas",2009,3509502,"populacao_masculina_de_20_a_24",48151,"M","20_a_24"
"241","Campinas",2010,3509502,"populacao_masculina_de_20_a_24",48186,"M","20_a_24"
"242","Campinas",2011,3509502,"populacao_masculina_de_20_a_24",47428,"M","20_a_24"
"243","Campinas",2012,3509502,"populacao_masculina_de_20_a_24",46664,"M","20_a_24"
"244","Campinas",2013,3509502,"populacao_masculina_de_20_a_24",45894,"M","20_a_24"
"245","Campinas",2014,3509502,"populacao_masculina_de_20_a_24",45119,"M","20_a_24"
"246","Campinas",2015,3509502,"populacao_masculina_de_20_a_24",44341,"M","20_a_24"
"247","Campinas",2016,3509502,"populacao_masculina_de_20_a_24",44309,"M","20_a_24"
"248","Campinas",2017,3509502,"populacao_masculina_de_20_a_24",44259,"M","20_a_24"
"249","Campinas",2018,3509502,"populacao_masculina_de_20_a_24",44190,"M","20_a_24"
"250","Campinas",2019,3509502,"populacao_masculina_de_20_a_24",44103,"M","20_a_24"
"251","Campinas",2020,3509502,"populacao_masculina_de_20_a_24",43999,"M","20_a_24"
"253","Campinas",1980,3509502,"populacao_masculina_de_25_a_29",31834,"M","25_a_29"
"254","Campinas",1981,3509502,"populacao_masculina_de_25_a_29",32551,"M","25_a_29"
"255","Campinas",1982,3509502,"populacao_masculina_de_25_a_29",33271,"M","25_a_29"
"256","Campinas",1983,3509502,"populacao_masculina_de_25_a_29",33994,"M","25_a_29"
"257","Campinas",1984,3509502,"populacao_masculina_de_25_a_29",34719,"M","25_a_29"
"258","Campinas",1985,3509502,"populacao_masculina_de_25_a_29",35445,"M","25_a_29"
"259","Campinas",1986,3509502,"populacao_masculina_de_25_a_29",36173,"M","25_a_29"
"260","Campinas",1987,3509502,"populacao_masculina_de_25_a_29",36902,"M","25_a_29"
"261","Campinas",1988,3509502,"populacao_masculina_de_25_a_29",37630,"M","25_a_29"
"262","Campinas",1989,3509502,"populacao_masculina_de_25_a_29",38356,"M","25_a_29"
"263","Campinas",1990,3509502,"populacao_masculina_de_25_a_29",39081,"M","25_a_29"
"264","Campinas",1991,3509502,"populacao_masculina_de_25_a_29",39803,"M","25_a_29"
"265","Campinas",1992,3509502,"populacao_masculina_de_25_a_29",40197,"M","25_a_29"
"266","Campinas",1993,3509502,"populacao_masculina_de_25_a_29",40555,"M","25_a_29"
"267","Campinas",1994,3509502,"populacao_masculina_de_25_a_29",40894,"M","25_a_29"
"268","Campinas",1995,3509502,"populacao_masculina_de_25_a_29",41214,"M","25_a_29"
"269","Campinas",1996,3509502,"populacao_masculina_de_25_a_29",41515,"M","25_a_29"
"270","Campinas",1997,3509502,"populacao_masculina_de_25_a_29",41814,"M","25_a_29"
"271","Campinas",1998,3509502,"populacao_masculina_de_25_a_29",42115,"M","25_a_29"
"272","Campinas",1999,3509502,"populacao_masculina_de_25_a_29",42399,"M","25_a_29"
"273","Campinas",2000,3509502,"populacao_masculina_de_25_a_29",42644,"M","25_a_29"
"274","Campinas",2001,3509502,"populacao_masculina_de_25_a_29",43566,"M","25_a_29"
"275","Campinas",2002,3509502,"populacao_masculina_de_25_a_29",44441,"M","25_a_29"
"276","Campinas",2003,3509502,"populacao_masculina_de_25_a_29",45288,"M","25_a_29"
"277","Campinas",2004,3509502,"populacao_masculina_de_25_a_29",46136,"M","25_a_29"
"278","Campinas",2005,3509502,"populacao_masculina_de_25_a_29",46986,"M","25_a_29"
"279","Campinas",2006,3509502,"populacao_masculina_de_25_a_29",47818,"M","25_a_29"
"280","Campinas",2007,3509502,"populacao_masculina_de_25_a_29",48633,"M","25_a_29"
"281","Campinas",2008,3509502,"populacao_masculina_de_25_a_29",49457,"M","25_a_29"
"282","Campinas",2009,3509502,"populacao_masculina_de_25_a_29",50287,"M","25_a_29"
"283","Campinas",2010,3509502,"populacao_masculina_de_25_a_29",51136,"M","25_a_29"
"284","Campinas",2011,3509502,"populacao_masculina_de_25_a_29",51104,"M","25_a_29"
"285","Campinas",2012,3509502,"populacao_masculina_de_25_a_29",51050,"M","25_a_29"
"286","Campinas",2013,3509502,"populacao_masculina_de_25_a_29",50978,"M","25_a_29"
"287","Campinas",2014,3509502,"populacao_masculina_de_25_a_29",50886,"M","25_a_29"
"288","Campinas",2015,3509502,"populacao_masculina_de_25_a_29",50775,"M","25_a_29"
"289","Campinas",2016,3509502,"populacao_masculina_de_25_a_29",49881,"M","25_a_29"
"290","Campinas",2017,3509502,"populacao_masculina_de_25_a_29",48984,"M","25_a_29"
"291","Campinas",2018,3509502,"populacao_masculina_de_25_a_29",48083,"M","25_a_29"
"292","Campinas",2019,3509502,"populacao_masculina_de_25_a_29",47178,"M","25_a_29"
"293","Campinas",2020,3509502,"populacao_masculina_de_25_a_29",46271,"M","25_a_29"
"295","Campinas",1980,3509502,"populacao_masculina_de_30_a_34",25496,"M","30_a_34"
"296","Campinas",1981,3509502,"populacao_masculina_de_30_a_34",26413,"M","30_a_34"
"297","Campinas",1982,3509502,"populacao_masculina_de_30_a_34",27351,"M","30_a_34"
"298","Campinas",1983,3509502,"populacao_masculina_de_30_a_34",28312,"M","30_a_34"
"299","Campinas",1984,3509502,"populacao_masculina_de_30_a_34",29296,"M","30_a_34"
"300","Campinas",1985,3509502,"populacao_masculina_de_30_a_34",30302,"M","30_a_34"
"301","Campinas",1986,3509502,"populacao_masculina_de_30_a_34",31331,"M","30_a_34"
"302","Campinas",1987,3509502,"populacao_masculina_de_30_a_34",32381,"M","30_a_34"
"303","Campinas",1988,3509502,"populacao_masculina_de_30_a_34",33453,"M","30_a_34"
"304","Campinas",1989,3509502,"populacao_masculina_de_30_a_34",34546,"M","30_a_34"
"305","Campinas",1990,3509502,"populacao_masculina_de_30_a_34",35661,"M","30_a_34"
"306","Campinas",1991,3509502,"populacao_masculina_de_30_a_34",36797,"M","30_a_34"
"307","Campinas",1992,3509502,"populacao_masculina_de_30_a_34",37243,"M","30_a_34"
"308","Campinas",1993,3509502,"populacao_masculina_de_30_a_34",37657,"M","30_a_34"
"309","Campinas",1994,3509502,"populacao_masculina_de_30_a_34",38055,"M","30_a_34"
"310","Campinas",1995,3509502,"populacao_masculina_de_30_a_34",38437,"M","30_a_34"
"311","Campinas",1996,3509502,"populacao_masculina_de_30_a_34",38803,"M","30_a_34"
"312","Campinas",1997,3509502,"populacao_masculina_de_30_a_34",39168,"M","30_a_34"
"313","Campinas",1998,3509502,"populacao_masculina_de_30_a_34",39536,"M","30_a_34"
"314","Campinas",1999,3509502,"populacao_masculina_de_30_a_34",39891,"M","30_a_34"
"315","Campinas",2000,3509502,"populacao_masculina_de_30_a_34",40209,"M","30_a_34"
"316","Campinas",2001,3509502,"populacao_masculina_de_30_a_34",40998,"M","30_a_34"
"317","Campinas",2002,3509502,"populacao_masculina_de_30_a_34",41738,"M","30_a_34"
"318","Campinas",2003,3509502,"populacao_masculina_de_30_a_34",42451,"M","30_a_34"
"319","Campinas",2004,3509502,"populacao_masculina_de_30_a_34",43161,"M","30_a_34"
"320","Campinas",2005,3509502,"populacao_masculina_de_30_a_34",43870,"M","30_a_34"
"321","Campinas",2006,3509502,"populacao_masculina_de_30_a_34",44558,"M","30_a_34"
"322","Campinas",2007,3509502,"populacao_masculina_de_30_a_34",45229,"M","30_a_34"
"323","Campinas",2008,3509502,"populacao_masculina_de_30_a_34",45906,"M","30_a_34"
"324","Campinas",2009,3509502,"populacao_masculina_de_30_a_34",46583,"M","30_a_34"
"325","Campinas",2010,3509502,"populacao_masculina_de_30_a_34",47276,"M","30_a_34"
"326","Campinas",2011,3509502,"populacao_masculina_de_30_a_34",48246,"M","30_a_34"
"327","Campinas",2012,3509502,"populacao_masculina_de_30_a_34",49218,"M","30_a_34"
