Cód. IBGE;Ano;Nascidos vivos
3533007;2016;252
3533106;2016;24
3533205;2016;43
3533254;2016;69
3533304;2016;40
3533403;2016;714
3533502;2016;467
3533601;2016;81
3533700;2016;69
3533809;2016;30
3533908;2016;627
3534005;2016;58
3534104;2016;78
3534203;2016;57
3534302;2016;468
3534401;2016;10.280
3534500;2016;22
3534609;2016;320
3534708;2016;1.322
3534757;2016;120
3534807;2016;84
3534906;2016;112
3535002;2016;112
3535101;2016;122
3535200;2016;88
3535309;2016;235
3535408;2016;248
3535507;2016;600
3535606;2016;219
3535705;2016;61
3535804;2016;265
3535903;2016;48
3536000;2016;123
3536109;2016;109
3536208;2016;274
3536257;2016;43
3536307;2016;216
3536406;2016;127
3536505;2016;1.428
3536570;2016;25
3536604;2016;91
3536703;2016;554
3536802;2016;63
3536901;2016;18
3537008;2016;204
3537107;2016;455
3537156;2016;25
3537206;2016;123
3537305;2016;779
3537404;2016;297
3537503;2016;119
3537602;2016;970
3537701;2016;66
3537800;2016;686
3537909;2016;391
3538006;2016;2.112
3538105;2016;145
3538204;2016;148
3538303;2016;19
3538501;2016;151
3538600;2016;314
3538709;2016;4.985
3538808;2016;362
3538907;2016;230
3539004;2016;105
3539103;2016;256
3539202;2016;334
3539301;2016;890
3539400;2016;169
3539509;2016;451
3539608;2016;74
3539707;2016;38
3539806;2016;1.637
3539905;2016;58
3540002;2016;252
3540101;2016;33
3540200;2016;527
3540259;2016;38
3540309;2016;17
3540408;2016;39
3540507;2016;101
3540606;2016;664
3540705;2016;626
3540754;2016;270
3540804;2016;238
3540853;2016;13
3540903;2016;208
3541000;2016;4.393
3541059;2016;82
3541109;2016;38
3541208;2016;114
3541307;2016;584
3541406;2016;2.888
3541505;2016;399
3541604;2016;429
3541653;2016;53
3541703;2016;168
3541802;2016;49
3541901;2016;139
3542008;2016;77
3542107;2016;93
3542206;2016;430
3542305;2016;48
3542404;2016;230
3542503;2016;57
3542602;2016;852
3542701;2016;108
3542800;2016;35
3542909;2016;155
3543006;2016;289
3543105;2016;63
3543204;2016;61
3543238;2016;18
3543253;2016;97
3543303;2016;1.339
3543402;2016;8.078
3543501;2016;86
3543600;2016;36
3543709;2016;117
3543808;2016;88
3543907;2016;2.409
3544004;2016;397
3544103;2016;600
3544202;2016;106
3544251;2016;261
3544301;2016;139
3544400;2016;36
3544509;2016;26
3544608;2016;65
3544707;2016;23
3544806;2016;57
3544905;2016;121
3545001;2016;208
3545100;2016;60
3545159;2016;78
3545209;2016;1.626
3545308;2016;587
3545407;2016;113
3545506;2016;49
3545605;2016;179
3545704;2016;65
3545803;2016;2.369
3546009;2016;155
3546108;2016;18
3546207;2016;32
3546256;2016;31
3546306;2016;383
3546405;2016;562
3546504;2016;59
3546603;2016;351
3546702;2016;349
3546801;2016;714
3546900;2016;119
3547007;2016;78
3547106;2016;40
3547205;2016;12
3547304;2016;2.156
3547403;2016;21
3547502;2016;258
3547601;2016;251
3547650;2016;12
3547700;2016;210
3547809;2016;8.796
3547908;2016;69
3548005;2016;268
3548054;2016;119
3548104;2016;49
3548203;2016;75
3548302;2016;26
3548401;2016;71
3548500;2016;4.532
3548609;2016;124
3548708;2016;10.778
3548807;2016;1.771
3548906;2016;3.107
3549003;2016;27
3549102;2016;1.040
3549201;2016;13
3549250;2016;24
3549300;2016;17
3549409;2016;566
3549508;2016;126
3549607;2016;41
3549706;2016;655
3549805;2016;5.397
3549904;2016;9.521
3549953;2016;240
3550001;2016;107
3550100;2016;526
3550209;2016;461
3550308;2016;167.925
3550407;2016;428
3550506;2016;84
3550605;2016;1.086
3550704;2016;1.198
3550803;2016;111
3550902;2016;145
3551009;2016;4.754
3551108;2016;120
3551207;2016;43
3551306;2016;32
3551405;2016;114
3551504;2016;610
3551603;2016;324
3551702;2016;1.534
3551801;2016;199
3551900;2016;211
3552007;2016;76
3552106;2016;425
3552205;2016;8.907
3552304;2016;89
3552403;2016;3.815
3552502;2016;4.057
3552551;2016;34
3552601;2016;114
3552700;2016;204
3552809;2016;4.204
3552908;2016;80
3553005;2016;172
3553104;2016;52
3553203;2016;57
3553302;2016;281
3553401;2016;257
3553500;2016;92
3553609;2016;139
3553658;2016;20
3553708;2016;635
3553807;2016;302
3553856;2016;89
3553906;2016;96
3553955;2016;211
3554003;2016;1.588
3554102;2016;3.966
3554201;2016;68
3554300;2016;329
3554409;2016;108
3554508;2016;460
3554607;2016;26
3554656;2016;25
3554706;2016;87
3554755;2016;12
3554805;2016;589
3554904;2016;69
3554953;2016;89
3555000;2016;742
3555109;2016;159
3555208;2016;20
3555307;2016;16
3555356;2016;72
3555406;2016;1.235
3555505;2016;80
3555604;2016;93
3555703;2016;24
3555802;2016;91
3555901;2016;16
3556008;2016;121
3556107;2016;155
3556206;2016;1.366
3556305;2016;340
3556354;2016;135
3556404;2016;537
3556453;2016;835
3556503;2016;1.443
3556602;2016;130
3556701;2016;899
3556800;2016;223
3556909;2016;85
3556958;2016;22
3557006;2016;1.633
3557105;2016;1.035
3557154;2016;27
3557204;2016;162
3557303;2016;132
3500000;2015;335
3500105;2015;359
3500204;2015;53
3500303;2015;422
3500402;2015;74
3500501;2015;209
3500550;2015;87
3500600;2015;22
3500709;2015;474
3500758;2015;66
3500808;2015;45
3500907;2015;44
3501004;2015;190
3501103;2015;30
3501152;2015;232
3501202;2015;30
3501301;2015;345
3501400;2015;53
3501509;2015;41
3501608;2015;2.859
3501707;2015;536
3501806;2015;59
3501905;2015;886
3502002;2015;52
3502101;2015;743
3502200;2015;340
3502309;2015;67
3502408;2015;52
3502507;2015;480
3502606;2015;50
3502705;2015;370
3502754;2015;311
3502804;2015;2.477
3502903;2015;472
3503000;2015;71
3503109;2015;80
3503158;2015;17
3503208;2015;2.960
3503307;2015;1.599
3503356;2015;30
3503406;2015;81
3503505;2015;49
3503604;2015;153
3503703;2015;101
3503802;2015;632
3503901;2015;1.461
3503950;2015;21
3504008;2015;1.260
3504107;2015;2.090
3504206;2015;172
3504305;2015;74
3504404;2015;154
3504503;2015;1.325
3504602;2015;235
3504701;2015;17
3504800;2015;91
3504909;2015;99
3505005;2015;42
3505104;2015;100
3505203;2015;406
3505302;2015;348
3505351;2015;76
3505401;2015;84
3505500;2015;1.614
3505609;2015;509
3505708;2015;5.642
3505807;2015;324
3505906;2015;752
3506003;2015;5.015
3506102;2015;941
3506201;2015;30
3506300;2015;142
3506359;2015;981
3506409;2015;105
3506508;2015;1.526
3506607;2015;394
3506706;2015;168
3506805;2015;139
3506904;2015;124
3507001;2015;822
3507100;2015;356
3507159;2015;80
3507209;2015;9
3507308;2015;57
3507407;2015;145
3507456;2015;46
3507506;2015;1.970
3507605;2015;2.226
3507704;2015;66
3507753;2015;40
3507803;2015;277
3507902;2015;332
3508009;2015;331
3508108;2015;216
3508207;2015;54
3508306;2015;54
3508405;2015;812
3508504;2015;1.311
3508603;2015;415
3508702;2015;198
3508801;2015;224
3508900;2015;34
3509007;2015;1.336
3509106;2015;36
3509205;2015;1.348
3509254;2015;466
3509304;2015;120
3509403;2015;357
3509452;2015;79
3509502;2015;16.326
3509601;2015;1.237
3509700;2015;747
3509809;2015;58
3509908;2015;210
3509957;2015;64
3510005;2015;372
3510104;2015;22
3510153;2015;63
3510203;2015;664
3510302;2015;317
3510401;2015;716
3510500;2015;1.796
3510609;2015;7.112
3510708;2015;119
3510807;2015;322
3510906;2015;22
3511003;2015;236
3511102;2015;1.408
3511201;2015;97
3511300;2015;115
3511409;2015;269
3511508;2015;567
3511607;2015;246
3511706;2015;225
3511904;2015;114
3512001;2015;255
3512100;2015;113
3512209;2015;406
3512308;2015;206
3512407;2015;299
3512506;2015;64
3512605;2015;51
3512704;2015;53
3512803;2015;752
3512902;2015;86
3513009;2015;4.165
3513108;2015;437
3513207;2015;122
3513306;2015;21
3513405;2015;1.065
3513504;2015;1.893
3513603;2015;223
3513702;2015;392
3513801;2015;6.181
3513850;2015;13
3513900;2015;122
3514007;2015;132
3514106;2015;357
3514205;2015;19
3514304;2015;106
3514403;2015;497
3514502;2015;140
3514601;2015;119
3514700;2015;86
3514809;2015;233
3514908;2015;243
3514924;2015;42
3514957;2015;17
3515004;2015;4.497
3515103;2015;1.027
3515129;2015;45
3515152;2015;286
3515186;2015;442
3515194;2015;66
3515202;2015;92
3515301;2015;49
3515350;2015;120
3515400;2015;219
3515509;2015;879
3515608;2015;52
3515657;2015;14
3515707;2015;2.955
3515806;2015;13
3515905;2015;33
3516002;2015;123
3516101;2015;40
3516200;2015;4.902
3516309;2015;3.100
3516408;2015;2.320
3516507;2015;32
3516606;2015;65
3516705;2015;552
3516804;2015;43
3516853;2015;68
3516903;2015;104
3517000;2015;116
3517109;2015;61
3517208;2015;132
3517307;2015;69
3517406;2015;436
3517505;2015;241
3517604;2015;257
3517703;2015;272
3517802;2015;80
3517901;2015;123
3518008;2015;15
3518107;2015;83
3518206;2015;413
3518305;2015;438
3518404;2015;1.452
3518503;2015;127
3518602;2015;479
3518701;2015;4.762
3518800;2015;21.962
3518859;2015;107
3518909;2015;67
3519006;2015;112
3519055;2015;218
3519071;2015;3.157
3519105;2015;145
3519204;2015;61
3519253;2015;76
3519303;2015;489
3519402;2015;132
3519501;2015;76
3519600;2015;769
3519709;2015;1.150
3519808;2015;106
3519907;2015;112
3520004;2015;287
3520103;2015;334
3520202;2015;136
3520301;2015;388
3520400;2015;469
3520426;2015;158
3520442;2015;275
3520509;2015;3.077
3520608;2015;61
3520707;2015;47
3520806;2015;36
3520905;2015;156
3521002;2015;432
3521101;2015;97
3521150;2015;68
3521200;2015;55
3521309;2015;203
3521408;2015;264
3521507;2015;85
3521606;2015;70
3521705;2015;268
3521804;2015;306
3521903;2015;147
3522000;2015;45
3522109;2015;1.395
3522158;2015;46
3522208;2015;2.729
3522307;2015;2.227
3522406;2015;1.492
3522505;2015;4.387
3522604;2015;853
3522653;2015;71
3522703;2015;459
3522802;2015;193
3522901;2015;175
3523008;2015;74
3523107;2015;6.172
3523206;2015;653
3523305;2015;149
3523404;2015;1.483
3523503;2015;273
3523602;2015;146
3523701;2015;69
3523800;2015;86
3523909;2015;2.422
3524006;2015;898
3524105;2015;473
3524204;2015;70
3524303;2015;883
3524402;2015;3.256
3524501;2015;87
3524600;2015;249
3524709;2015;859
3524808;2015;532
3524907;2015;71
3525003;2015;1.952
3525102;2015;572
3525201;2015;468
3525300;2015;1.734
3525409;2015;44
3525508;2015;158
3525607;2015;84
3525706;2015;462
3525805;2015;59
3525854;2015;34
3525904;2015;5.802
3526001;2015;227
3526100;2015;278
3526209;2015;487
3526308;2015;43
3526407;2015;354
3526506;2015;56
3526605;2015;112
3526704;2015;1.247
3526803;2015;885
3526902;2015;3.577
3527009;2015;81
3527108;2015;926
3527207;2015;1.250
3527256;2015;23
3527306;2015;757
3527405;2015;183
3527504;2015;29
3527603;2015;191
3527702;2015;72
3527801;2015;57
3527900;2015;30
3528007;2015;209
3528106;2015;94
3528205;2015;25
3528304;2015;38
3528403;2015;755
3528502;2015;1.164
3528601;2015;112
3528700;2015;37
3528809;2015;191
3528858;2015;30
3528908;2015;37
3529005;2015;3.042
3529104;2015;24
3529203;2015;299
3529302;2015;1.100
3529401;2015;6.071
3529500;2015;61
3529609;2015;47
3529658;2015;26
3529708;2015;275
3529807;2015;148
3529906;2015;323
3530003;2015;24
3530102;2015;291
3530201;2015;134
3530300;2015;765
3530409;2015;52
3530508;2015;838
3530607;2015;6.798
3530706;2015;1.959
3530805;2015;1.212
3530904;2015;63
3531001;2015;25
3531100;2015;717
3531209;2015;77
3531308;2015;540
3531407;2015;224
3531506;2015;226
3531605;2015;52
3531704;2015;37
3531803;2015;969
3531902;2015;406
3532009;2015;157
3532058;2015;60
3532108;2015;40
3532157;2015;32
3532207;2015;93
3532306;2015;62
3532405;2015;221
3532504;2015;78
3532603;2015;100
3532702;2015;78
3532801;2015;87
3532827;2015;147
3532843;2015;21
3532868;2015;20
3532900;2015;141
3533007;2015;240
3533106;2015;11
3533205;2015;48
3533254;2015;74
3533304;2015;28
3533403;2015;735
3533502;2015;540
3533601;2015;85
3533700;2015;59
3533809;2015;27
3533908;2015;676
3534005;2015;66
3534104;2015;87
3534203;2015;65
3534302;2015;522
3534401;2015;11.004
3534500;2015;23
3534609;2015;289
3534708;2015;1.381
3534757;2015;139
3534807;2015;100
3534906;2015;99
3535002;2015;123
3535101;2015;129
3535200;2015;94
3535309;2015;253
3535408;2015;233
3535507;2015;585
3535606;2015;234
3535705;2015;60
3535804;2015;251
3535903;2015;34
3536000;2015;128
3536109;2015;94
3536208;2015;310
3536257;2015;22
3536307;2015;191
3536406;2015;120
3536505;2015;1.476
3536570;2015;18
3536604;2015;77
3536703;2015;622
3536802;2015;56
3536901;2015;14
3537008;2015;241
3537107;2015;507
3537156;2015;28
3537206;2015;116
3537305;2015;815
3537404;2015;301
3537503;2015;119
3537602;2015;1.010
3537701;2015;59
3537800;2015;777
3537909;2015;432
3538006;2015;2.263
3538105;2015;149
3538204;2015;164
3538303;2015;33
3538501;2015;154
3538600;2015;354
3538709;2015;5.407
3538808;2015;385
3538907;2015;248
3539004;2015;125
3539103;2015;271
3539202;2015;307
3539301;2015;899
3539400;2015;151
3539509;2015;490
3539608;2015;57
3539707;2015;41
3539806;2015;1.677
3539905;2015;70
3540002;2015;256
3540101;2015;36
3540200;2015;597
3540259;2015;61
3540309;2015;34
3540408;2015;35
3540507;2015;98
3540606;2015;745
3540705;2015;658
3540754;2015;253
3540804;2015;212
3540853;2015;15
3540903;2015;205
3541000;2015;4.440
3541059;2015;70
3541109;2015;56
3541208;2015;134
3541307;2015;556
3541406;2015;2.922
3541505;2015;421
3541604;2015;491
3541653;2015;35
3541703;2015;190
3541802;2015;45
3541901;2015;115
3542008;2015;77
3542107;2015;103
3542206;2015;363
3542305;2015;42
3542404;2015;238
3542503;2015;77
3542602;2015;940
3542701;2015;117
3542800;2015;47
3542909;2015;170
3543006;2015;307
3543105;2015;55
3543204;2015;51
3543238;2015;16
3543253;2015;83
3543303;2015;1.418
3543402;2015;8.837
3543501;2015;78
3543600;2015;40
3543709;2015;136
3543808;2015;107
3543907;2015;2.561
3544004;2015;456
3544103;2015;700
3544202;2015;142
3544251;2015;249
3544301;2015;146
3544400;2015;48
3544509;2015;29
3544608;2015;65
3544707;2015;31
3544806;2015;68
3544905;2015;120
3545001;2015;184
3545100;2015;47
3545159;2015;101
3545209;2015;1.680
3545308;2015;598
3545407;2015;121
3545506;2015;58
3545605;2015;156
3545704;2015;59
3545803;2015;2.425
3546009;2015;170
3546108;2015;20
3546207;2015;40
3546256;2015;20
3546306;2015;394
3546405;2015;584
3546504;2015;47
3546603;2015;439
3546702;2015;378
3546801;2015;791
3546900;2015;127
3547007;2015;80
3547106;2015;35
3547205;2015;11
3547304;2015;2.162
3547403;2015;16
3547502;2015;251
3547601;2015;303
3547650;2015;15
3547700;2015;233
3547809;2015;9.161
3547908;2015;69
3548005;2015;300
3548054;2015;113
3548104;2015;49
3548203;2015;94
3548302;2015;41
3548401;2015;58
3548500;2015;4.865
3548609;2015;135
3548708;2015;11.289
3548807;2015;1.841
3548906;2015;3.172
3549003;2015;24
3549102;2015;1.027
3549201;2015;29
3549250;2015;23
3549300;2015;18
3549409;2015;630
3549508;2015;108
3549607;2015;44
3549706;2015;682
3549805;2015;5.677
3549904;2015;9.788
3549953;2015;207
3550001;2015;101
3550100;2015;491
3550209;2015;406
3550308;2015;177.339
3550407;2015;425
3550506;2015;94
3550605;2015;1.106
3550704;2015;1.294
3550803;2015;115
3550902;2015;153
3551009;2015;5.156
3551108;2015;134
3551207;2015;49
3551306;2015;30
3551405;2015;138
3551504;2015;656
3551603;2015;340
3551702;2015;1.691
3551801;2015;209
3551900;2015;230
3552007;2015;64
3552106;2015;380
3552205;2015;9.417
3552304;2015;102
3552403;2015;3.991
3552502;2015;4.176
3552551;2015;46
3552601;2015;140
3552700;2015;201
3552809;2015;4.608
3552908;2015;89
3553005;2015;180
3553104;2015;87
3553203;2015;49
3553302;2015;315
3553401;2015;283
3553500;2015;119
3553609;2015;141
3553658;2015;33
3553708;2015;670
3553807;2015;331
3553856;2015;79
3553906;2015;100
3553955;2015;225
3554003;2015;1.684
3554102;2015;4.080
3554201;2015;56
3554300;2015;392
3554409;2015;93
3554508;2015;508
3554607;2015;19
3554656;2015;23
3554706;2015;96
3554755;2015;15
3554805;2015;611
3554904;2015;70
3554953;2015;75
3555000;2015;771
3555109;2015;190
3555208;2015;13
3555307;2015;11
3555356;2015;57
3555406;2015;1.320
3555505;2015;71
3555604;2015;99
3555703;2015;23
3555802;2015;96
3555901;2015;18
3556008;2015;137
3556107;2015;211
3556206;2015;1.513
3556305;2015;354
3556354;2015;114
3556404;2015;534
3556453;2015;892
3556503;2015;1.819
3556602;2015;118
3556701;2015;925
3556800;2015;203
3556909;2015;106
3556958;2015;15
3557006;2015;1.724
3557105;2015;1.135
3557154;2015;33
3557204;2015;214
3557303;2015;141
3500000;2014;68
3500105;2014;371
3500204;2014;55
3500303;2014;398
3500402;2014;95
3500501;2014;223
3500550;2014;75
3500600;2014;25
3500709;2014;517
3500758;2014;64
3500808;2014;40
3500907;2014;47
3501004;2014;177
3501103;2014;49
3501152;2014;241
3501202;2014;37
3501301;2014;325
3501400;2014;43
3501509;2014;46
3501608;2014;2.690
3501707;2014;563
3501806;2014;69
3501905;2014;860
3502002;2014;49
3502101;2014;718
3502200;2014;329
3502309;2014;93
3502408;2014;40
3502507;2014;532
3502606;2014;39
3502705;2014;384
3502754;2014;333
3502804;2014;2.518
3502903;2014;389
3503000;2014;72
3503109;2014;80
3503158;2014;19
3503208;2014;2.929
3503307;2014;1.617
3503356;2014;28
3503406;2014;85
3503505;2014;41
3503604;2014;151
3503703;2014;96
3503802;2014;607
3503901;2014;1.319
3503950;2014;23
3504008;2014;1.282
3504107;2014;1.970
3504206;2014;183
3504305;2014;75
3504404;2014;138
3504503;2014;1.334
3504602;2014;232
3504701;2014;13
3504800;2014;67
3504909;2014;99
3505005;2014;52
3505104;2014;92
3505203;2014;396
3505302;2014;338
3505351;2014;75
3505401;2014;69
3505500;2014;1.554
3505609;2014;481
3505708;2014;5.545
3505807;2014;265
3505906;2014;702
3506003;2014;4.920
3506102;2014;920
3506201;2014;38
3506300;2014;120
3506359;2014;957
3506409;2014;93
3506508;2014;1.517
3506607;2014;421
3506706;2014;213
3506805;2014;165
3506904;2014;111
3507001;2014;844
3507100;2014;324
3507159;2014;74
3507209;2014;17
3507308;2014;70
3507407;2014;172
3507456;2014;43
3507506;2014;1.880
3507605;2014;2.207
3507704;2014;75
3507753;2014;24
3507803;2014;307
3507902;2014;283
3508009;2014;302
3508108;2014;215
3508207;2014;46
3508306;2014;65
3508405;2014;723
3508504;2014;1.286
3508603;2014;395
3508702;2014;178
3508801;2014;203
3508900;2014;49
3509007;2014;1.346
3509106;2014;47
3509205;2014;1.308
3509254;2014;503
3509304;2014;109
3509403;2014;344
3509452;2014;72
3509502;2014;16.070
3509601;2014;1.199
3509700;2014;724
3509809;2014;58
3509908;2014;185
3509957;2014;83
3510005;2014;336
3510104;2014;19
3510153;2014;65
3510203;2014;703
3510302;2014;301
3510401;2014;712
3510500;2014;1.622
3510609;2014;6.947
3510708;2014;124
3510807;2014;305
3510906;2014;21
3511003;2014;275
3511102;2014;1.435
3511201;2014;97
3511300;2014;83
3511409;2014;243
3511508;2014;556
3511607;2014;259
3511706;2014;215
3511904;2014;110
3512001;2014;241
3512100;2014;117
3512209;2014;433
3512308;2014;213
3512407;2014;298
3512506;2014;65
3512605;2014;52
3512704;2014;54
3512803;2014;821
3512902;2014;77
3513009;2014;4.103
3513108;2014;405
3513207;2014;93
3513306;2014;15
3513405;2014;1.067
3513504;2014;1.876
3513603;2014;225
3513702;2014;370
3513801;2014;6.374
3513850;2014;16
3513900;2014;121
3514007;2014;127
3514106;2014;371
3514205;2014;26
3514304;2014;73
3514403;2014;484
3514502;2014;135
3514601;2014;97
3514700;2014;71
3514809;2014;211
3514908;2014;221
3514924;2014;44
3514957;2014;20
3515004;2014;4.479
3515103;2014;982
3515129;2014;31
3515152;2014;250
3515186;2014;492
3515194;2014;57
3515202;2014;109
3515301;2014;28
3515350;2014;104
3515400;2014;211
3515509;2014;809
3515608;2014;59
3515657;2014;19
3515707;2014;2.328
3515806;2014;20
3515905;2014;24
3516002;2014;122
3516101;2014;45
3516200;2014;4.861
3516309;2014;3.066
3516408;2014;2.220
3516507;2014;32
3516606;2014;74
3516705;2014;539
3516804;2014;45
3516853;2014;62
3516903;2014;135
3517000;2014;122
3517109;2014;67
3517208;2014;159
3517307;2014;73
3517406;2014;481
3517505;2014;237
3517604;2014;246
3517703;2014;255
3517802;2014;78
3517901;2014;120
3518008;2014;21
3518107;2014;75
3518206;2014;377
3518305;2014;431
3518404;2014;1.520
3518503;2014;163
3518602;2014;525
3518701;2014;4.702
3518800;2014;21.433
3518859;2014;119
3518909;2014;59
3519006;2014;103
3519055;2014;191
3519071;2014;3.012
3519105;2014;155
3519204;2014;65
3519253;2014;83
3519303;2014;530
3519402;2014;178
3519501;2014;72
3519600;2014;737
3519709;2014;1.122
3519808;2014;106
3519907;2014;92
3520004;2014;291
3520103;2014;337
3520202;2014;137
3520301;2014;312
3520400;2014;451
3520426;2014;140
3520442;2014;294
3520509;2014;3.100
3520608;2014;76
3520707;2014;45
3520806;2014;39
3520905;2014;182
3521002;2014;357
3521101;2014;121
3521150;2014;48
3521200;2014;75
3521309;2014;186
3521408;2014;286
3521507;2014;103
3521606;2014;63
3521705;2014;250
3521804;2014;352
3521903;2014;153
3522000;2014;33
3522109;2014;1.425
3522158;2014;40
3522208;2014;2.747
3522307;2014;2.141
3522406;2014;1.439
3522505;2014;4.236
3522604;2014;813
3522653;2014;58
3522703;2014;482
3522802;2014;192
3522901;2014;146
3523008;2014;63
3523107;2014;5.830
3523206;2014;655
3523305;2014;152
3523404;2014;1.444
3523503;2014;244
3523602;2014;180
3523701;2014;78
3523800;2014;87
3523909;2014;2.449
3524006;2014;889
3524105;2014;440
3524204;2014;53
3524303;2014;857
3524402;2014;3.367
3524501;2014;73
3524600;2014;257
3524709;2014;687
3524808;2014;532
3524907;2014;71
3525003;2014;1.873
3525102;2014;497
3525201;2014;460
3525300;2014;1.719
3525409;2014;37
3525508;2014;134
3525607;2014;58
3525706;2014;433
3525805;2014;65
3525854;2014;38
3525904;2014;5.343
3526001;2014;245
3526100;2014;328
3526209;2014;460
3526308;2014;33
3526407;2014;390
3526506;2014;47
3526605;2014;100
3526704;2014;1.304
3526803;2014;960
3526902;2014;3.590
3527009;2014;78
3527108;2014;948
3527207;2014;1.167
3527256;2014;30
3527306;2014;734
3527405;2014;206
3527504;2014;23
3527603;2014;177
3527702;2014;84
3527801;2014;65
3527900;2014;45
3528007;2014;218
3528106;2014;78
3528205;2014;22
3528304;2014;37
3528403;2014;716
3528502;2014;1.173
3528601;2014;96
3528700;2014;34
3528809;2014;181
3528858;2014;30
3528908;2014;47
3529005;2014;2.912
3529104;2014;23
3529203;2014;295
3529302;2014;1.048
3529401;2014;5.833
3529500;2014;64
3529609;2014;46
3529658;2014;21
3529708;2014;273
3529807;2014;153
3529906;2014;322
3530003;2014;37
3530102;2014;300
3530201;2014;214
3530300;2014;776
3530409;2014;40
3530508;2014;900
3530607;2014;6.338
3530706;2014;1.927
3530805;2014;1.143
3530904;2014;46
3531001;2014;27
3531100;2014;690
3531209;2014;72
3531308;2014;570
3531407;2014;260
3531506;2014;235
3531605;2014;57
3531704;2014;56
3531803;2014;922
3531902;2014;402
3532009;2014;194
3532058;2014;59
3532108;2014;48
3532157;2014;40
3532207;2014;92
3532306;2014;79
3532405;2014;240
3532504;2014;81
3532603;2014;112
3532702;2014;70
3532801;2014;62
3532827;2014;138
3532843;2014;15
3532868;2014;12
3532900;2014;132
3533007;2014;281
3533106;2014;33
3533205;2014;52
3533254;2014;69
3533304;2014;42
3533403;2014;744
3533502;2014;466
3533601;2014;85
3533700;2014;48
3533809;2014;27
3533908;2014;670
3534005;2014;56
3534104;2014;74
3534203;2014;87
3534302;2014;489
3534401;2014;10.625
3534500;2014;19
3534609;2014;338
3534708;2014;1.406
3534757;2014;130
3534807;2014;115
3534906;2014;113
3535002;2014;131
3535101;2014;144
3535200;2014;85
3535309;2014;256
3535408;2014;252
3535507;2014;587
3535606;2014;214
3535705;2014;51
3535804;2014;285
3535903;2014;58
3536000;2014;123
3536109;2014;98
3536208;2014;312
3536257;2014;21
3536307;2014;215
3536406;2014;120
3536505;2014;1.395
3536570;2014;26
3536604;2014;73
3536703;2014;669
3536802;2014;63
3536901;2014;15
3537008;2014;219
3537107;2014;510
3537156;2014;25
3537206;2014;123
3537305;2014;758
3537404;2014;326
3537503;2014;97
3537602;2014;1.039
3537701;2014;61
3537800;2014;723
3537909;2014;459
3538006;2014;2.354
3538105;2014;193
3538204;2014;158
3538303;2014;35
3538501;2014;165
3538600;2014;313
3538709;2014;5.393
3538808;2014;394
3538907;2014;247
3539004;2014;119
3539103;2014;256
3539202;2014;304
3539301;2014;860
3539400;2014;169
3539509;2014;501
3539608;2014;80
3539707;2014;55
3539806;2014;1.742
3539905;2014;67
3540002;2014;259
3540101;2014;35
3540200;2014;602
3540259;2014;67
3540309;2014;31
3540408;2014;42
3540507;2014;92
3540606;2014;713
3540705;2014;629
3540754;2014;271
3540804;2014;223
3540853;2014;21
3540903;2014;229
3541000;2014;4.385
3541059;2014;97
3541109;2014;54
3541208;2014;136
3541307;2014;543
3541406;2014;2.879
3541505;2014;444
3541604;2014;490
3541653;2014;31
3541703;2014;191
3541802;2014;35
3541901;2014;109
3542008;2014;87
3542107;2014;112
3542206;2014;382
3542305;2014;45
3542404;2014;252
3542503;2014;64
3542602;2014;936
3542701;2014;110
3542800;2014;47
3542909;2014;164
3543006;2014;301
3543105;2014;70
3543204;2014;56
3543238;2014;18
3543253;2014;101
3543303;2014;1.437
3543402;2014;8.681
3543501;2014;73
3543600;2014;44
3543709;2014;131
3543808;2014;117
3543907;2014;2.527
3544004;2014;457
3544103;2014;660
3544202;2014;134
3544251;2014;238
3544301;2014;135
3544400;2014;45
3544509;2014;35
3544608;2014;59
3544707;2014;32
3544806;2014;58
3544905;2014;126
3545001;2014;187
3545100;2014;46
3545159;2014;85
3545209;2014;1.582
3545308;2014;598
3545407;2014;119
3545506;2014;62
3545605;2014;166
3545704;2014;84
3545803;2014;2.313
3546009;2014;141
3546108;2014;37
3546207;2014;39
3546256;2014;26
3546306;2014;384
3546405;2014;600
3546504;2014;68
3546603;2014;392
3546702;2014;351
3546801;2014;782
3546900;2014;104
3547007;2014;89
3547106;2014;43
3547205;2014;16
3547304;2014;2.144
3547403;2014;22
3547502;2014;274
3547601;2014;323
3547650;2014;12
3547700;2014;226
3547809;2014;9.102
3547908;2014;57
3548005;2014;296
3548054;2014;114
3548104;2014;56
3548203;2014;79
3548302;2014;41
3548401;2014;54
3548500;2014;5.092
3548609;2014;150
3548708;2014;11.312
3548807;2014;1.850
3548906;2014;3.164
3549003;2014;29
3549102;2014;995
3549201;2014;27
3549250;2014;20
3549300;2014;22
3549409;2014;597
3549508;2014;102
3549607;2014;44
3549706;2014;697
3549805;2014;5.707
3549904;2014;9.922
3549953;2014;219
3550001;2014;120
3550100;2014;509
3550209;2014;429
3550308;2014;177.310
3550407;2014;400
3550506;2014;84
3550605;2014;1.084
3550704;2014;1.301
3550803;2014;130
3550902;2014;155
3551009;2014;5.178
3551108;2014;117
3551207;2014;47
3551306;2014;43
3551405;2014;143
3551504;2014;640
3551603;2014;295
3551702;2014;1.773
3551801;2014;199
3551900;2014;221
3552007;2014;73
3552106;2014;409
3552205;2014;9.095
3552304;2014;104
